Year,NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-,Component1,Component2,Component3,Segment K-means PCA,Segment
2017,Brandon LaFell,CIN,WR,6.3,2.7,8.4,18.19,52,89,58.43,548,3,5.1,5.1,0.0,-0.6519700302664144,-0.39941405128103274,0.07399086847264426,0,first
2018,Tyrell Williams,LAC,WR,5.6,2.8,12.5,20.15,41,65,63.08,653,5,5.1,6.0,-0.8,-0.4586766457736886,-0.18016083017153103,0.28644707195371755,0,first
2018,Pierre Garcon,SF,WR,5.6,2.8,8.8,10.29,24,46,52.17,286,1,4.7,4.7,0.0,-2.7210508192638443,0.7289619720488305,0.4892193436144326,0,first
2018,Austin Hooper,ATL,TE,5.6,3.2,6.7,11.26,71,88,80.68,660,4,3.5,3.8,-0.2,-0.2625823402414875,-1.309796485399019,-2.304314956740448,0,first
2017,Marcedes Lewis,JAX,TE,4.9,3.3,8.4,10.04,24,48,50.0,318,5,7.1,6.2,0.9,-2.379329188672238,-1.3023238016402812,2.2627433703645177,0,first
2017,Kyle Rudolph,MIN,TE,4.9,3.0,7.5,15.2,57,81,70.37,532,8,4.2,4.4,-0.2,0.057675021210656,-0.7175315129644673,-0.9634386525885217,0,first
2017,Rashard Higgins,CLE,WR,4.8,3.0,9.7,9.05,27,50,54.0,312,2,5.3,4.4,1.0,-2.3361196621225906,0.3023089603052179,1.3772899079235137,0,first
2017,Julius Thomas,MIA,TE,4.7,3.2,7.5,9.76,41,62,66.13,388,3,4.0,4.0,0.0,-1.6956142576935815,-0.15350363654888077,-0.8000345065949448,0,first
2018,Christian Kirk,ARI,WR,6.2,2.7,9.8,16.73,43,68,63.24,590,3,5.4,4.7,0.8,-0.9790250894076525,-0.4356801198337456,0.7819371191253573,0,first
2019,Dawson Knox,BUF,TE,4.5,2.8,9.5,10.52,28,50,56.0,388,2,5.6,4.0,1.6,-1.9518049677028062,0.3251935701309476,1.890978764511637,0,first
2018,Julian Edelman,NE,WR,6.2,3.3,7.7,19.16,74,108,68.52,850,6,5.0,5.0,-0.1,0.7314318061324528,-1.9064396250433226,-0.9889605620309724,0,first
2018,Nelson Agholor,PHI,WR,6.2,3.4,10.5,23.08,64,97,65.98,743,4,6.0,5.7,0.3,0.15708277068196208,-1.936946209313536,0.2868982265296929,0,first
2018,Chris Hogan,NE,WR,6.2,4.1,12.0,15.24,35,55,63.64,532,3,6.0,5.8,0.2,-2.0699818789188944,-1.8835086224832986,0.44435548304255257,0,first
2018,Josh Reynolds,LAR,WR,7.5,3.0,12.9,13.65,29,52,55.77,402,5,4.8,4.4,0.3,-1.8658248674182258,0.4579718125405581,0.553988103253657,0,first
2018,Jimmy Graham,GB,TE,6.3,2.9,9.3,14.67,55,89,61.8,636,2,5.1,5.0,0.1,-0.7828829457277364,-0.7096675431955277,-0.08758312503541862,0,first
2018,Taywan Taylor,TEN,WR,7.1,3.2,13.2,22.99,37,56,66.07,466,1,4.7,4.3,0.4,-1.5793506144181217,0.027447046854807557,0.1523492164681345,0,first
2018,Taylor Gabriel,CHI,WR,7.0,3.5,11.0,23.01,67,93,72.04,688,2,3.6,4.3,-0.7,-0.19562053434223436,-0.7457410514610188,-1.9855401369645966,0,first
2018,Danny Amendola,MIA,WR,6.3,3.2,7.0,15.57,59,79,74.68,575,1,4.2,4.8,-0.7,-1.1994764041473205,-1.2984249198972708,-1.9122602647317228,0,first
2018,Cooper Kupp,LAR,WR,6.7,3.5,8.6,9.62,40,55,72.73,566,6,7.7,7.0,0.8,-1.8962487812491853,-3.6613492922246227,1.119965881029584,0,first
2018,Marquez Valdes-Scantling,GB,WR,6.3,3.3,12.6,16.26,38,73,52.05,581,2,6.2,6.7,-0.5,-1.5654829987255037,-0.8607390094961882,1.0066834976880947,0,first
2018,Jordan Reed,WAS,TE,6.6,3.3,6.6,13.36,54,84,64.29,558,2,4.5,4.9,-0.4,-1.3915523415022912,-1.2084233709875118,-1.3029350503682953,0,first
2018,Golden Tate,PHI,WR,6.3,3.0,6.3,17.75,74,113,65.49,789,4,5.8,4.6,1.2,0.4406574462995471,-2.007578193890463,0.15055134150590752,0,first
2018,Maurice Harris,WAS,WR,6.6,3.1,10.5,11.85,28,47,59.57,304,0,3.4,5.3,-1.9,-2.9282843386344,0.7430755204577919,-1.6554132829361714,0,first
2018,Quincy Enunwa,NYJ,WR,6.6,3.1,7.3,10.73,38,68,55.88,450,1,7.7,5.7,2.0,-2.3558919230985036,-2.173871945021914,2.334260379685249,0,first
2018,Adam Humphries,TB,WR,6.5,3.6,6.1,9.67,76,105,72.38,816,5,5.7,5.3,0.4,-0.19812095400403684,-3.184067244762069,-0.9944368962374784,0,first
2018,Chris Conley,KC,WR,6.5,3.3,9.5,9.41,32,52,61.54,334,5,4.3,4.1,0.2,-2.1592955576338473,-0.1350189095008145,-0.38828151852782367,0,first
2018,Rashard Higgins,CLE,WR,6.5,3.0,11.2,11.23,39,53,73.58,572,4,4.2,4.4,-0.3,-1.4746601313057437,-0.33092417070359514,-0.8973591410953903,0,first
2018,Laquon Treadwell,MIN,WR,6.3,2.9,6.0,7.05,35,53,66.04,302,1,3.4,3.0,0.4,-2.6227213706708707,0.3593562855187926,-1.2328030200845705,0,first
2018,Seth Roberts,OAK,WR,6.4,3.2,8.3,14.48,45,64,70.31,494,2,5.7,4.5,1.2,-1.661688030427023,-1.5363778454421944,0.3589029285299693,0,first
2018,Emmanuel Sanders,DEN,WR,6.2,3.2,9.3,20.87,71,98,72.45,866,4,4.6,4.1,0.5,0.6038265323828433,-1.3039988432590748,-0.7732473857818638,0,first
2018,Dede Westbrook,JAX,WR,6.1,3.5,8.5,23.12,66,101,65.35,715,5,5.7,5.2,0.6,0.2792278377199617,-2.04838795312293,0.0467329828939698,0,first
2018,D.J. Moore,CAR,WR,6.1,2.9,9.0,17.89,55,82,67.07,788,2,7.9,4.7,3.2,-0.4221619099801571,-2.4444651314131027,2.8944769284204233,0,first
2018,Evan Engram,NYG,TE,6.1,4.4,5.1,7.62,45,64,70.31,577,3,9.0,6.7,2.3,-2.5712007219596553,-5.410158331970156,1.8272944139970333,0,first
2017,Vernon Davis,WAS,TE,5.7,3.3,10.6,17.31,43,69,62.32,648,3,7.4,6.7,0.7,-1.1823579584729385,-2.25276391895866,1.7712344520205032,0,first
2017,Charles Clay,BUF,TE,5.7,3.1,6.7,12.33,49,74,66.22,558,2,5.8,6.3,-0.5,-1.5595607663469742,-1.8772048538775032,-0.3505093566322848,0,first
2017,Allen Hurns,JAX,WR,5.6,2.5,9.8,13.66,39,56,69.64,484,2,4.9,5.0,-0.2,-1.4831679946393388,-0.0940018281383801,-0.053341274741597285,0,first
2017,Seth DeValve,CLE,TE,5.6,2.9,8.7,9.44,33,58,56.9,395,1,5.3,5.3,0.0,-2.345964175180937,-0.2351529970518108,0.45358674325560594,0,first
2018,Jeff Heuerman,DEN,TE,5.7,3.3,5.7,6.24,31,48,64.58,281,2,5.0,5.7,-0.7,-3.0651981089632967,-1.2597048089782277,-0.8747059737731718,0,first
2018,Chester Rogers,IND,WR,5.7,3.6,6.4,9.34,53,72,73.61,485,2,5.1,5.9,-0.8,-1.917990005963058,-2.3219474785488408,-1.5279990119511027,0,first
2017,Hunter Henry,LAC,TE,5.5,3.0,9.3,12.12,45,62,72.58,579,4,4.9,4.0,0.9,-1.037955472598249,-0.7785515920102494,0.05690263713956317,0,first
2018,Mohamed Sanu,ATL,WR,5.7,3.0,7.9,14.23,66,94,70.21,838,4,6.1,5.3,0.8,0.05849986930418146,-2.174724142136757,0.3233944313787716,0,first
2018,Nick Vannett,SEA,TE,5.7,3.7,6.1,6.78,29,43,67.44,269,3,5.2,5.0,0.2,-3.093193551971932,-1.6735142279770134,-0.523890624521026,0,first
2018,Chris Herndon,NYJ,TE,5.7,3.1,10.0,12.07,39,56,69.64,502,4,5.1,4.8,0.4,-1.4966681068536962,-0.8459853853672654,0.11678472543917269,0,first
2017,Tyler Kroft,CIN,TE,5.4,2.9,7.8,11.82,42,62,67.74,404,7,4.9,4.1,0.8,-1.012980089095789,-0.6122164868307184,0.15552902211423045,0,first
2018,Trey Burton,CHI,TE,5.8,3.4,8.1,13.72,54,76,71.05,569,6,3.7,4.2,-0.5,-0.6432957983855088,-0.8203568230052828,-1.7152087685917567,0,first
2019,Josh Reynolds,LAR,WR,6.3,2.7,11.3,10.18,21,43,48.84,326,1,6.9,5.4,1.5,-2.826028033257482,-0.11447657067108208,2.8215202044582357,0,first
2018,Kyle Rudolph,MIN,TE,5.8,3.5,6.9,12.58,64,82,78.05,634,4,4.0,4.5,-0.4,-0.6955850399878228,-1.761969534908306,-2.0791545677265924,0,first
2017,Austin Hooper,ATL,TE,5.2,3.7,6.3,8.76,49,65,75.38,526,3,5.7,4.8,0.9,-1.7530086200594286,-2.5448925368793214,-0.3127144639985193,0,first
2017,Jack Doyle,IND,TE,5.2,3.4,4.9,14.13,80,108,74.07,690,4,4.5,4.8,-0.3,0.14930862758140556,-2.1872565356485496,-1.8836537073007187,0,first
2018,Jordy Nelson,OAK,WR,5.8,2.7,9.0,21.78,63,88,71.59,739,3,4.1,4.0,0.2,0.3067470780668854,-0.29573531394323466,-0.7660479070632862,0,first
2018,Cole Beasley,DAL,WR,5.9,2.9,7.4,16.1,65,87,74.71,672,3,3.4,3.8,-0.4,-0.19734119556391,-0.47240335051221205,-1.9753150655350111,0,first
2017,Sterling Shepard,NYG,WR,5.2,2.4,8.8,16.92,59,84,70.24,731,2,5.5,4.2,1.3,-0.010512179000961623,-0.6447646591809438,0.8111649419235786,0,first
2017,George Kittle,SF,TE,5.1,3.0,7.1,9.13,43,63,68.25,515,2,6.6,5.9,0.8,-1.8226682884971068,-2.050476718776126,0.9382944964892327,0,first
2018,Demaryius Thomas,HOU,WR,5.9,3.0,10.4,21.05,59,89,66.29,677,5,4.9,5.3,-0.4,0.14761693408190688,-0.8150990088510836,-0.39191553998074996,0,first
2017,Mohamed Sanu,ATL,WR,5.1,2.7,7.6,15.79,67,96,69.79,703,5,4.1,4.2,-0.1,0.4555922748011156,-0.4736209681259138,-0.9971056444550447,0,first
2018,Jarius Wright,CAR,WR,6.0,3.2,5.7,8.17,43,59,72.88,447,1,5.0,4.9,0.1,-2.3670381325902903,-1.6339385060665734,-0.9405223034545566,0,first
2018,Ian Thomas,CAR,TE,6.0,3.4,6.3,7.46,36,49,73.47,333,2,4.4,5.0,-0.5,-2.7741019922062757,-1.3720208626982084,-1.5129566699380956,0,first
2018,Gerald Everett,LAR,TE,6.0,3.9,6.6,6.56,32,49,65.31,313,3,4.5,5.0,-0.5,-3.0188745800591485,-1.4318573710700324,-1.3284950990713766,0,first
2017,Jared Cook,OAK,TE,5.0,2.8,9.0,17.1,54,86,62.79,688,2,4.5,4.4,0.1,-0.3018302319953695,-0.03774377292383148,-0.1481351524687861,0,first
2018,Ryan Switzer,PIT,WR,5.8,3.5,3.2,2.67,36,44,81.82,253,1,4.1,5.1,-1.1,-3.472663586096335,-2.030875093337564,-2.747757884120126,0,first
2019,Kenny Stills,HOU,WR,6.2,2.7,10.7,13.09,40,55,72.73,561,4,3.7,4.9,-1.2,-1.247833494437,0.13973608744365482,-1.4163351111759277,0,first
2019,Albert Wilson,MIA,WR,6.9,3.5,5.2,6.02,43,62,69.35,351,1,4.3,4.5,-0.2,-2.868761605770641,-1.4800882011416683,-1.7570384832962087,0,first
2016,Clive Walford,OAK,TE,5.0,3.6,9.1,9.55,33,52,63.46,359,3,4.0,5.3,-1.3,-2.338961484476652,-0.3754788508332562,-1.3111827755541683,0,first
2019,Noah Fant,DEN,TE,5.5,2.7,7.8,15.18,40,66,60.61,562,3,8.5,6.2,2.3,-1.3212428279062298,-2.3834884818305992,3.280983475036813,0,first
2016,Willie Snead,NO,WR,6.2,3.1,7.4,15.13,72,104,69.23,895,4,5.5,5.9,-0.4,0.21631313457751727,-2.255452246045707,-0.8406658692181577,0,first
2016,Kendall Wright,TEN,WR,6.1,2.9,10.7,9.41,29,43,67.44,416,3,4.3,4.3,0.0,-2.1852221589311767,0.19932099732080485,-0.28195898981028267,0,first
2019,Adam Humphries,TEN,WR,5.5,2.9,7.2,8.93,37,47,78.72,374,2,3.5,4.6,-1.2,-2.241827897395649,-0.35263044719010217,-2.1585133339348572,0,first
2019,Willie Snead,BAL,WR,5.5,3.0,8.5,10.71,31,46,67.39,339,5,4.7,2.7,2.1,-1.7505529650648974,-0.03818913579281909,0.8401889105135663,0,first
2016,Eddie Royal,CHI,WR,6.0,3.4,6.3,5.11,33,43,76.74,369,2,5.8,4.8,1.0,-2.947027603325287,-2.2297401729200406,-0.10937580573997792,0,first
2019,Will Fuller,HOU,WR,5.5,3.0,14.0,22.2,49,71,69.01,670,3,4.8,5.3,-0.4,-0.25599035544194915,-0.1736515948332959,0.0694150740616391,0,first
2016,Will Tye,NYG,TE,6.0,3.1,6.3,9.02,48,70,68.57,395,1,3.9,4.7,-0.8,-2.0755479700961352,-0.6631281470285348,-1.8019462839718599,0,first
2019,Jimmy Graham,GB,TE,5.6,3.9,9.2,11.56,38,60,63.33,447,3,6.8,6.2,0.7,-2.2298202044446116,-2.5364327291627067,0.9853678110481225,0,first
2019,Dallas Goedert,PHI,TE,5.6,3.0,5.8,10.47,58,86,67.44,607,5,6.2,6.2,0.1,-0.7940922754191296,-2.4095648824122873,0.008680054781847498,0,first
2016,Julius Thomas,JAX,TE,5.9,2.8,7.5,7.0,30,51,58.82,281,4,3.4,5.0,-1.6,-2.4240703720979533,0.6557756435712556,-1.5619804815292024,0,first
2019,Kyle Rudolph,MIN,TE,5.6,3.4,7.1,10.02,39,48,81.25,367,6,5.2,5.0,0.2,-1.870842724218374,-2.1014104511653002,-0.8157181118064595,0,first
2016,Charles Clay,BUF,TE,5.9,3.0,8.4,15.51,57,87,65.52,552,4,3.3,4.2,-0.9,-0.49693723124424166,0.08386590281703928,-1.7885599119906685,0,first
2019,Jason Witten,DAL,TE,5.7,3.3,6.5,10.05,63,83,75.9,529,4,2.8,3.7,-0.9,-0.8252463429851676,-0.6518734688350492,-2.8975703582626267,0,first
2019,Geronimo Allison,GB,WR,5.7,3.3,8.1,9.34,34,55,61.82,287,2,3.7,5.0,-1.3,-2.565176131750784,0.012048867877093144,-1.5514764546028519,0,first
2019,Austin Hooper,ATL,TE,5.7,3.5,6.8,12.31,75,97,77.32,787,6,4.5,4.8,-0.3,0.1929348604970865,-2.3098366140975557,-1.8522034673441656,0,first
2019,Sterling Shepard,NYG,WR,5.7,3.1,9.9,17.27,57,83,68.67,576,3,3.3,4.7,-1.4,-0.535959224835309,0.01274456674356805,-1.9848129919102053,0,first
2019,Anthony Miller,CHI,WR,5.7,3.1,10.3,20.19,52,85,61.18,656,2,4.4,5.2,-0.8,-0.538869678459698,-0.20286298581880877,-0.6657478403957956,0,first
2019,Zach Pascal,IND,WR,5.7,2.8,11.5,21.12,41,72,56.94,607,5,5.9,4.9,1.0,-0.36161958812394224,-0.21146900175755454,1.7039386205209848,0,first
2019,Damiere Byrd,ARI,WR,5.7,3.2,9.7,11.84,32,46,69.57,359,1,4.9,5.5,-0.6,-2.5382132389430145,-0.7401075520325187,-0.5410220123173243,0,first
2019,Randall Cobb,DAL,WR,6.2,3.0,9.5,14.83,55,83,66.27,828,3,6.2,5.6,0.6,-0.4946842672224225,-1.7908574935721506,0.6466919969604645,0,first
2016,Trey Burton,PHI,TE,5.8,3.2,7.8,9.6,37,60,61.67,327,1,3.5,4.0,-0.5,-2.3853981136654743,0.32716140417623224,-1.318572121882653,0,first
2019,Eric Ebron,IND,TE,5.8,3.2,9.4,12.38,31,52,59.62,375,3,5.4,4.6,0.8,-2.131128478984795,-0.4708750857536186,0.7933626778312057,0,first
2019,Deebo Samuel,SF,WR,5.8,3.2,7.8,20.83,57,81,70.37,802,3,8.5,6.9,1.6,-0.4448026528516249,-3.7556132599964096,2.1316501814106203,0,first
2016,Tyler Boyd,CIN,WR,5.7,2.8,9.3,15.62,54,81,66.67,603,1,3.8,4.8,-1.0,-0.8550193894264216,0.07287153473658467,-1.3577001414231304,0,first
2019,Jordan Akins,HOU,TE,5.8,3.4,7.2,8.81,36,55,65.45,418,2,7.1,4.7,2.3,-2.419967374947219,-2.2430194118659226,1.7985656148973042,0,first
2016,Eli Rogers,PIT,WR,5.7,3.0,9.7,11.42,48,66,72.73,594,3,4.5,6.4,-1.9,-1.3413798611815784,-1.0450735258853991,-1.6158574972992705,0,first
2016,Martellus Bennett,NE,TE,6.2,3.8,6.0,9.79,55,73,75.34,701,7,7.6,6.6,1.1,-1.1092570090266822,-4.483729953963752,0.603135086819866,0,first
2019,John Ross,CIN,WR,5.8,2.9,14.9,17.56,28,56,50.0,506,3,7.4,4.9,2.6,-1.354434246656473,-0.16397460035160266,4.0244010169132824,0,first
2019,Josh Gordon,SEA,WR,5.4,2.4,11.4,12.09,27,47,57.45,426,1,6.0,6.3,-0.3,-2.1658085122545727,0.12414131669254011,1.3757674230638637,0,first
2019,Jack Doyle,IND,TE,5.4,3.5,7.1,13.02,43,72,59.72,448,4,5.4,5.2,0.2,-1.5640265146380514,-1.3373853041657058,0.021547085267558053,0,first
2016,Richard Rodgers,GB,TE,7.6,2.7,8.4,6.88,30,47,63.83,271,2,3.3,3.3,0.1,-2.8114412440448926,0.7934848557578895,-1.1456796287732045,0,first
2016,Travis Benjamin,LAC,WR,7.6,3.0,13.3,19.54,47,75,62.67,677,4,5.7,5.0,0.7,-0.6589413787899754,-0.7390710379354135,0.8620693591811224,0,first
2016,Cordarrelle Patterson,MIN,WR,7.5,3.2,5.6,9.53,52,70,74.29,453,2,6.3,5.6,0.7,-2.1920923366596234,-2.9113405294983066,-0.3539868985065753,0,first
2016,Albert Wilson,KC,WR,7.2,3.5,7.7,10.08,31,51,60.78,279,2,5.2,5.2,0.0,-3.075133308179838,-1.2027429845859445,-0.3963857760064489,0,first
2016,Taylor Gabriel,ATL,WR,7.1,3.2,11.2,11.64,35,50,70.0,579,6,7.9,6.4,1.5,-1.7196328551054,-2.8582792910341714,2.1034036119264456,0,first
2019,JuJu Smith-Schuster,PIT,WR,4.9,2.4,9.6,17.74,42,70,60.0,552,3,6.0,5.0,1.0,-0.6597603001132292,-0.15116106655415823,1.7055309296444845,0,first
2016,Tavon Austin,LAR,WR,7.0,3.2,7.5,18.75,58,106,54.72,509,3,4.6,4.7,-0.2,-0.6888144464031608,-0.6228724468762342,-0.7627768423365852,0,first
2016,Tyler Lockett,SEA,WR,6.8,3.4,10.8,13.76,41,66,62.12,597,1,5.3,5.6,-0.2,-1.9071999183330615,-1.0924232889394778,-0.1068790586364051,0,first
2019,O.J. Howard,TB,TE,5.0,2.5,9.4,7.84,34,53,64.15,459,1,5.0,4.7,0.3,-1.969659788625618,0.20530502851238422,0.5241982018417098,0,first
2016,Jamison Crowder,WAS,WR,6.7,3.6,8.7,15.01,67,99,67.68,847,7,5.6,5.7,-0.1,0.1497910479550245,-2.565686656414818,-0.6719695481130982,0,first
2016,Cole Beasley,DAL,WR,6.7,3.4,6.8,15.97,75,98,76.53,833,5,5.0,5.2,-0.2,0.12290156627495477,-2.6288916298907252,-1.599174128351653,0,first
2019,Darren Fells,HOU,TE,5.1,2.9,5.5,5.84,34,48,70.83,341,7,5.3,4.9,0.5,-1.8777697801855895,-1.3376174230712512,-0.012835500885095788,0,first
2019,Gerald Everett,LAR,TE,5.1,3.0,8.4,10.6,37,60,61.67,408,2,5.0,5.1,0.0,-1.9464000955145513,-0.40400582366893356,0.11661329957385562,0,first
2016,Allen Hurns,JAX,WR,6.5,2.5,10.8,14.98,35,76,46.05,477,3,6.0,6.2,-0.2,-1.4302367124216058,0.1552223098706953,1.4406506354722097,0,first
2019,George Kittle,SF,TE,5.2,3.3,5.7,20.19,85,107,79.44,1053,5,7.5,6.7,0.8,1.1083729526466848,-4.412524748542716,0.34392787284474763,0,first
2016,Quincy Enunwa,NYJ,WR,6.5,2.4,9.7,19.33,58,105,55.24,857,4,6.2,5.8,0.4,0.41100368525902675,-0.8258620454616928,1.199638381435846,0,first
2019,Mohamed Sanu,NE,WR,5.2,3.1,7.6,15.2,59,89,66.29,520,2,3.3,4.0,-0.7,-0.685017924814489,0.029960662617673876,-1.781197492326666,0,first
2016,Adam Humphries,TB,WR,6.5,3.4,5.7,7.79,55,83,66.27,622,2,7.2,6.4,0.7,-1.7843218531303133,-3.3448429889217772,0.46554266401827954,0,first
2019,Vance McDonald,PIT,TE,5.2,3.8,4.6,6.75,38,55,69.09,273,3,4.7,4.2,0.5,-2.6727106609145923,-1.6628686322662531,-0.9625814009275582,0,first
2019,Greg Olsen,CAR,TE,5.2,2.8,8.8,14.42,52,82,63.41,597,2,4.4,4.8,-0.4,-0.7535310383477382,-0.10676928037539606,-0.5421362018640462,0,first
2019,Irv Smith,MIN,TE,5.2,3.0,5.8,7.81,35,46,76.09,290,2,4.0,5.1,-1.1,-2.5898878325080705,-0.7986655649120707,-1.844895066963797,0,first
2019,DaeSean Hamilton,DEN,WR,5.3,3.3,8.6,13.06,28,52,53.85,297,1,4.6,5.1,-0.5,-2.602705401768871,0.1484341544868628,-0.10952531056270327,0,first
2016,Quinton Patton,SF,WR,6.4,3.2,9.9,14.68,37,63,58.73,408,0,5.4,5.6,-0.2,-2.3024484270432133,-0.6494349665691392,0.16930794085950543,0,first
2019,Sammy Watkins,KC,WR,5.3,2.9,9.6,18.51,52,90,57.78,673,3,5.9,5.6,0.3,-0.3203776714526619,-0.8431385429711932,0.9276159084763304,0,first
2016,Zach Ertz,PHI,TE,6.3,3.2,8.4,18.38,78,106,73.58,816,4,3.4,4.0,-0.6,0.6073813672483379,-0.9182546522877153,-2.279427245824298,0,first
2016,Vernon Davis,WAS,TE,6.3,3.2,9.7,10.05,44,59,74.58,581,2,5.2,5.9,-0.6,-1.8758464610041574,-1.6477344733336508,-0.8116435908014352,0,first
2016,Robert Woods,BUF,WR,6.2,3.5,11.2,18.05,51,76,67.11,613,1,2.7,3.6,-0.9,-1.0146207373542158,0.46184903736282495,-2.096385322940599,0,first
2016,Corey Brown,CAR,WR,6.2,3.2,10.1,8.8,27,53,50.94,271,1,4.3,5.1,-0.9,-2.9269072562670964,0.5883889395536669,-0.39197878976412237,0,first
2016,Mohamed Sanu,ATL,WR,5.7,2.9,8.6,14.5,59,81,72.84,653,4,4.9,5.7,-0.8,-0.4815346635134408,-1.3421107410573287,-1.020731491383078,0,first
2016,Eric Ebron,DET,TE,5.8,2.6,8.4,15.17,61,85,71.76,711,1,4.2,4.7,-0.5,-0.4726978567857717,-0.4503709895164615,-1.1803096721651922,0,first
2016,Randall Cobb,GB,WR,5.4,3.4,7.5,10.94,60,84,71.43,610,4,5.8,5.2,0.6,-0.8164078055439625,-2.2791357016368163,-0.13795316051035258,0,first
2019,Larry Fitzgerald,ARI,WR,6.2,3.0,7.5,21.62,75,109,68.81,804,4,5.1,5.1,0.0,0.6537681113266732,-1.6677439591435235,-0.7645586113774455,0,first
2019,Nelson Agholor,PHI,WR,5.9,3.4,10.8,15.63,39,69,56.52,363,3,3.9,4.6,-0.7,-1.6397158215360614,0.3909176909176157,-0.7314037582308701,0,first
2016,Chris Hogan,NE,WR,5.2,3.2,13.7,17.78,38,58,65.52,680,4,6.7,5.9,0.8,-0.8395256540476262,-1.2566778587736873,1.8837263484221816,0,first
2016,Malcolm Mitchell,NE,WR,5.2,2.6,11.1,11.97,32,48,66.67,401,4,5.1,4.0,1.1,-1.4733159296261007,0.30318754060955005,1.0973376611274666,0,first
2016,Jermaine Gresham,ARI,TE,5.5,3.0,8.2,7.52,37,61,60.66,391,2,3.8,3.5,0.3,-2.031593534644239,0.5077411904390974,-0.5300283048885672,0,first
2016,Jack Doyle,IND,TE,5.3,3.3,6.8,9.78,59,75,78.67,584,5,4.1,4.8,-0.6,-0.8226942408456287,-1.6219525847357914,-1.919151478806344,0,first
2019,Kendrick Bourne,SF,WR,5.9,2.9,8.7,12.54,30,44,68.18,358,5,4.1,3.0,1.1,-1.7366184639198288,0.3056431950723884,-0.006975410732043703,0,first
2016,Zach Miller,CHI,TE,5.3,2.9,6.8,8.24,47,64,73.44,486,4,4.7,4.4,0.2,-1.3853277922469673,-0.9938206468998634,-0.717282901411393,0,first
2019,Diontae Johnson,PIT,WR,6.1,3.6,9.0,21.87,59,92,64.13,680,5,5.1,5.2,-0.1,-0.12080518585633475,-1.5757206107881987,-0.5241661892459699,0,first
2019,Evan Engram,NYG,TE,5.9,3.1,6.0,8.54,44,68,64.71,467,3,6.0,5.3,0.6,-1.9047051774892443,-1.7810450055032596,0.2598813269360285,0,first
2016,Lance Kendricks,LAR,TE,5.5,2.6,5.4,10.98,50,87,57.47,499,2,5.2,5.1,0.1,-1.2350440355478542,-0.6010188868277005,0.014277549097393963,0,first
2016,Jason Witten,DAL,TE,5.6,3.0,6.9,15.69,69,95,72.63,673,3,3.4,3.7,-0.3,-0.031376373716647754,-0.5347068181131666,-1.9606217281984148,0,first
2019,T.Y. Hilton,IND,WR,6.1,3.0,10.2,17.61,45,68,66.18,501,5,4.8,5.0,-0.2,-0.870502484974251,-0.5155921286155077,-0.25479226941856253,0,first
2016,Gary Barnidge,CLE,TE,5.2,2.7,7.7,12.26,55,82,67.07,612,2,3.7,4.4,-0.7,-0.7337819850195474,0.06246772355484594,-1.3501495125515328,0,first
2016,Dwayne Allen,IND,TE,5.2,3.0,9.4,9.35,35,52,67.31,406,6,3.4,4.3,-0.9,-1.487160493056979,0.41366501600297817,-1.2937912205325073,0,first
2016,Jordan Reed,WAS,TE,5.6,3.3,8.2,12.8,66,89,74.16,686,6,3.8,4.0,-0.2,0.022222385268456105,-1.0723640768967608,-1.6966285202904379,0,first
2019,Demaryius Thomas,NYJ,WR,5.8,2.5,9.9,14.32,36,58,62.07,433,1,5.1,4.2,0.9,-1.6688647825244232,0.35726307932413803,0.9030166562620723,0,first
2019,Nick Boyle,BAL,TE,6.2,3.6,5.9,6.9,31,43,72.09,321,2,5.2,5.1,0.1,-3.1619772325049675,-1.9416696721131654,-0.84937189512375,0,first
2019,Dede Westbrook,JAX,WR,6.2,3.2,7.0,16.6,66,101,65.35,660,3,4.9,6.1,-1.2,-0.45696054770035865,-1.7007333258795456,-1.4591927734462906,0,first
2019,Christian Kirk,ARI,WR,6.0,3.5,9.5,27.13,68,108,62.96,709,3,4.4,4.4,0.0,0.4763379425919309,-0.8389446033939042,-0.802664106143392,0,first
2016,Dennis Pitta,BAL,TE,5.7,2.9,6.4,14.81,86,121,71.07,729,2,3.5,4.1,-0.6,0.5203943659573361,-0.8323137870456059,-2.287365725690388,0,first
2016,Ryan Griffin,HOU,TE,5.1,3.0,7.2,9.71,50,74,67.57,442,2,3.0,4.0,-1.0,-1.4100162071666384,0.28519519347779887,-2.0605475739096932,0,first
2019,Tyler Higbee,LAR,TE,6.0,3.7,6.5,12.12,69,89,77.53,734,3,6.1,6.0,0.1,-0.8133700257703599,-3.5141372517526657,-0.911330575238461,0,first
2016,Tyler Eifert,CIN,TE,5.4,2.6,9.2,8.99,29,47,61.7,394,5,5.1,5.8,-0.7,-1.9085892464299934,-0.1104610445801914,0.16912529649690106,0,first
2016,Vance McDonald,SF,TE,5.6,2.5,10.5,11.14,24,45,53.33,391,4,8.7,6.5,2.3,-2.1088187823070395,-1.4815924417786375,4.238843733940365,0,first
2019,Cole Beasley,BUF,WR,6.1,3.2,7.6,17.92,67,106,63.21,778,6,5.3,5.2,0.1,0.41578604958025145,-1.6876540670117322,-0.38586600357114154,0,first
